18971277,Cafe Repertwahr,https://www.zomato.com/lucknow/cafe-repertwahr-indira-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A2 3rd Floor Kala Niketan Above Khosla Electronics, Faizabad Road, Maruti Puram, Indira Nagar, Lucknow",Lucknow,Indira Nagar,"North Indian, Chinese, Continental, Italian, Seafood, Salad",12noon – 3am (Mon-Sun),400,"['Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Dinner', 'Live Sports Screening', 'Indoor Seating', 'Digital Payments Accepted', 'Hookah', 'Desserts and Bakes', 'Outdoor Seating', 'Rooftop', 'Air Conditioned']",4.3,405,4.22139272165508
19000106,The Drowning Street,https://www.zomato.com/lucknow/the-drowning-street-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"TCG 3/3, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"Cafe, North Indian, Chinese","12noon – 11:30pm (Mon-Thu),12noon – 12midnight (Fri-Sun)",600,"['Delivery', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Rooftop', 'Table booking recommended', 'Wheelchair Accessible', 'Free Parking', 'Nightlife', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Smoking Area']",4.6,370,4.451709200927268
800894,Mubeen's,https://www.zomato.com/lucknow/mubeens-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Ek Minara Masjid, Akbari Gate, Chowk, Lucknow",Lucknow,Chowk,Mughlai,7:30 AM to 12 Midnight (Mon-Sun),150,"['Dinner', 'Takeaway Available', 'No Alcohol Available', 'Lunch', 'Cash', 'Breakfast', 'Indoor Seating']",4.4,1838,4.3743567205551175
18701292,Pirates of Grill,https://www.zomato.com/lucknow/pirates-of-grill-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Cyber Heights, Opposite Indra Gandhi Paradisthan, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Mughlai, Continental","12 Noon to 3:30 PM, 6:30 PM to 11 PM",1000,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned', 'Buffet']",4.9,2095,4.854580102248664
800468,Tunday Kababi,https://www.zomato.com/lucknow/tunday-kababi-2-aminabad?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"168/6, Khayali Ganj, Naaz Cinema Road, Aminabad, Lucknow",Lucknow,Aminabad,"Mughlai, Lucknowi",12:30 PM to 11:30 PM,150,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Catering Available', 'Indoor Seating', 'Air Conditioned']",4.8,4614,4.780972279260887
18671102,Burger Point,https://www.zomato.com/lucknow/burger-point-3-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, 4/489-B, Chacha Cycle Road, Vibhav Khand, Gomti Nagar, Lucknow, Lucknow",Lucknow,Gomti Nagar,"Burger, Sandwich, Wraps, Fast Food","11am – 10:30pm (Mon, Tue, Wed, Thu, Fri, Sun), 11:30am – 10:30pm (Sat)",150,"['Lunch', 'Delivery', 'Breakfast', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking', 'Air Conditioned']",4.3,725,4.251882817497958
18991962,Molecule Air Bar,https://www.zomato.com/lucknow/molecule-air-bar-gomti-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7th Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow",Lucknow,Gomti Nagar,"North Indian, Continental, Chinese, Bar Food, Modern Indian",12 Noon to 1 AM,750,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Indoor Seating', 'Kid Friendly', 'Private Dining Area Available', 'Live Sports Screening', 'Fullbar', 'Rooftop', 'Free Wifi', 'Smoking Area']",4.5,622,4.4173176238723215
18970077,The Hazelnut Factory,https://www.zomato.com/lucknow/the-hazelnut-factory-nirala-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-192, Rama Krishna Math, Nirala Nagar, Lucknow",Lucknow,Nirala Nagar,"Bakery, Desserts, Cafe",8:30am – 11pm (Mon-Sun),225,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Credit Card', 'Outdoor Seating', 'Free Wifi', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Desserts and Bakes']",4.7,419,4.546441858257833
800152,Idrish Hotel,https://www.zomato.com/lucknow/idrish-hotel-chowk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Raja Bazar, Opposite Patanala Police Station, Chowk, Lucknow",Lucknow,Chowk,Mughlai,"12 Noon to 3 PM, 6 PM to 8:15 PM (Mon-Sun)",150,"['No Alcohol Available', 'No Seating Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash']",4.6,2575,4.573945168013388
800098,Tunday Kababi,https://www.zomato.com/lucknow/tunday-kababi-aliganj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Vivek Complex, Kapoorthala, Aliganj, Lucknow",Lucknow,Aliganj,"Mughlai, Lucknowi",11:30 AM to 11:30 PM (Mon-Sun),150,"['Delivery', 'Dinner', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Cash', 'Indoor Seating', 'Air Conditioned']",4.4,1308,4.364704065650438
