0,"Any one interested in improvement exam, inform me immediately"
0,Dear class XII class teachers if any student is interested in improvement exam. (One subject) please tell him/her to inform before 5/6/2023.
0,Dear all today is last day for revaluation. Anyone want please do the needful today itself
0,Some of you told me your result personally
0,Wishing you all the very best for your future endeavours
0,"One of the most nerve-wracking situations is when you don't know a person and you're not sure if you should speak and what you should say. When we are afraid to talk with strangers in English it's usually because we are afraid that people will think we aren't intelligent. I feel this way when I speak foreign languages too. It's completely natural. But when the conversation has already begun, I feel more comfortable joining it."
0,My sister took me to see the movie as soon as it was released. Both me and my sister have been great fans of Avengers since childhood.
0,"A conversation is a type of communication that takes place between two or more people. Through conversation, people communicate different ideas, thoughts and information."
0,Kindness is a great way to start an uplifting conversation with your friends.
0,Animals that lay eggs don’t have belly buttons.
0,"In Slovakia, they have Christmas carp that live in the bathtub for a few days before they are eaten."
0,"If you sneeze traveling 60 mph, your eyes are closed for an average of 50 feet."
0,The youngest pope in history was Pope Benedict IX. He is also the only person to have been the pope more than once.
0,"Random fun facts catch us off guard in the best possible way. They’re unexpected or unusual bits of knowledge from the worlds of science, history, and pop culture that delight and entertain us—and anyone we share them with. But these interesting facts aren’t just amusing pieces of information that will make you a whiz at answering trivia questions: They’re legitimately fascinating, and once you get started, you’ll want to keep reading until your curiosity is satisfied."
0,"It was found in 2002, approximately 12 miles south of Ljubljana, the capital of Slovenia, and is now housed in the city’s museum. Radiocarbon dating was used to determine the wheel’s age, which is somewhere between 5,100 and 5,350 years old. Closer to home, these are the oldest tourist attractions in every state."
0,"If a child’s entire circulatory system—we’re talking veins, arteries, and capillaries—were laid out flat, it would stretch for more than 60,000 miles, according to the Franklin Institute. By the time we reach adulthood, our bodies have become home to approximately 100,000 miles of blood vessels."
0,"Avocados are a fruit, not a vegetable. They're technically considered a single-seeded berry, believe it or not."
0,"The heart of a shrimp is located in its head. They also have an open circulatory system, which means they have no arteries and their organs float directly in blood."
0,"These interesting facts cover a wide range of topics, from facts about women's history and pop culture tidbits, to holiday trivia and conversation starters to share around the Thanksgiving table. You are sure to find at least a few favorites among these best fun facts to keep in your back pocket, whether you are searching for some icebreaker topics for a first date or have an upcoming trivia night you want to prepare for. Regardless of the situation at hand, these random facts will come in handy whenever you are looking to say something interesting, and will certainly lead to an entertaining discussion."
0,"The color orange didn’t exist in the English language until the late 15th century when the first oranges began to appear in England. Of course, there were many things before this that today would undeniably be called orange, but there wasn’t a name for the color back then."
0,"This friendly competition between two musical greats may sound like a pipe dream, but it’s one of the interesting facts that actually happened. The Universal Music Group released a box set for Mozart’s 225th death anniversary in 2016. With 200 discs of Mozart’s work in each set, each disc was counted as one CD sold."
0,"The animatronic shark in the Jaws film franchise is called Bruce. The shark was named after Steven Spielberg’s attorney, Bruce Ramer. "
0,"Aside from the pineapple on pizza debate, white chocolate is one of the most polarizing food items that has divided nations. Whichever one you prefer, the hard truth is that white chocolate isn’t really chocolate. It doesn’t contain cocoa solids. Instead, white chocolate is made of cocoa butter, milk, and sugar. "
0,"Coffee beans are a known odor neutralizer. Perfume shops even make customers sniff coffee beans when trying different fragrances. However, you must chew them if you’re really going for deodorizing – drinking coffee can actually worsen your breath through bacteria."
0,"We may have seen the rest of Andy’s family, but his father remains unseen. Originally, Andy’s dad was supposed to make an appearance in the films. However, it takes a lot to render a 3d character, so it was scrapped in the end."
0,"According to data from global marketing firms, blue is the world’s most common favorite color. It is closely followed by purple."
0,"India has more than made an impact on the world, and rightfully so. Our country is indeed abundantly rich with culture, history, talent, personality, and charisma. India has broken multiple world records, made cinematic history, and has some of the best food you could possibly find in the world. No doubt all countries come with their downsides."
0,"But today we’re only going to talk about the positive or interesting traits that constitute a part of India’s personality. I think that this includes our size, both in terms of area and population. The latter is still growing exponentially."
0,Another interesting point to add to this is that Bear Grills apparently wanted to join the Indian army after graduated from school. I suppose his intention was to something adventurous.
0,"It’s true that close friends may not use small talk as much as people who don’t know each other well. But there are still times when using small talk with friends makes sense. For example, if you meet an old friend who you haven’t seen in a long time, or if you’re meeting with a friend who you just don’t see every day."
0,"To see your friends in the first place, you have to make plans with them. Here are a couple of conversations that show how that could go."
0,"Bob and John decide to see a movie together. But they don’t decide on what to see, or an exact time."
0,"I realize that, and I’ve been leaning toward digital marketing because in that industry I can carry over some of my skills from the current job."
0,"Another reason for this inclination is that digital marketing requires far less hardcore technical skills, which will make it relatively easier for me to acquire new skills."
0,"So yes, in today’s day and age someone is considered a good friend or a best friend depending on the number of memes you exchange. "
1,You look bit down. What’s the matter?
1,"Hi, how’re you?"
1,Hi! I'm Kris Amerikos. What's your name?
1,What brings you here?
1,The music is too loud in here. Hi! I'm Jacob. What's your name?
1,"That's a great jacket. Where did you get it? I'm Will, by the way."
1,Your English is great! Hi! I'm Col. What's your name?
1,"Hi, Mike! How's it going?"
1,How's your doing going?
1,I'm having a really slow day today. What about you?
1,We haven't spoken in ages!
1,Long time no see!
1,What have you been up to lately?
1,"Hey, Mike! How have you been?"
1,How’s your day going?
1,How are you keeping?
1,"Hi, I’m Anna. It’s nice to meet you"
1,Hi Corey.
1,How’s your day going so far?
1,"Hi, my name is Steve. It's nice to meet you."
1,"Hi, how are you doing?"
1,"Hey John, how have you been?"
1,"Hi Nancy, what have you been up to?"
1,"Andy, it's been a long time, how are you man?"
1,It's nice to meet you. My name is Jack.
1,"Hey bro, it's good to see you."
1,"Hi, how are you doing?"
1,"Hey, what’s up?"
1,Good morning
1,Good afternoon
1,Good evening
1,How's it going?
1,What a surprise. I haven't seen you in a long time. How have you been?
1,"Hi Bob, how are you?"
1,"it's been a long time, how are you man?"
2,Hello uncle! May I ask for a favor from you? Would you please lend me $50 to pay my utility bill?
2,Hey Jack! Can you lend me $10 for now? I forgot to bring my wallet.
2,"Though I ask to help, could you please lend me $1000 for this month?"
2,Can you help me out with an amount of BDT 10000?”
2,Would you mind if I ask for some money? I need to pay my house rent today.
2,"Though it is embarrassing for me, I am bound to seek financial help from you."
2,John! I probably left my wallet at home. Can you pay the bill for me now?
2,Mom! I’m $200 short for my house rent. Please send it to my account.
2,I am really out of my budget. Can you lend me $100 now?
2,Hi Rohan! I’m in an emergency. Can you please lend me $800 for 15 days?
2,"I am sorry, but I must say I am broke. So please lend me some money for a few days."
2,"Hey buddy! I need 500 bucks now. Hopefully, I’ll get paid tomorrow and repay it."
2,Would you mind sending me an amount of 5000 rupees? I must pay my bill tomorrow.
2,"Hey Vic! I hate to ask, but I’m in a bind. My energy bill is due Friday and I don’t get paid until the 30th."
2,Hi Uncle Phil! I didn’t budget enough money this month for my textbooks and school starts next week. Can you help me out?
2,"Lukas! So this is so embarrassing—I just finished eating at a restaurant and when I went to pay, I realized I left my wallet at home. Can you Venmo a few bucks?"
2,"I am fine as well but honestly speaking, I have a little problem now about financial. And that is the reason why I am here. I know it is little embarrassing but I think you are the only one who can help me about this matter. May I borrow some money?"
2,Can I have some money?
2,I don’t have enough on me right now. Can I borrow some money?
2,I need 1000 bucks. It’s an emergency.
2,May I borrow some money?
2,Can I borrow $5?
2,Will you please lend me one hundred pounds?
3,"If you're new to this channel, I appreciate you being here. I hope you enjoy this video and found it helpful, found it useful, found it inspiring. So be sure to SUBSCRIBE"
3,"So make sure you subscribe here on YouTube, And of course, click on the link in the description"
3,you should click that subscribe button over there
3,And be sure to subscribe to get awesome science like this
3,"Last but not least, make sure to subscribe"
3,Now do make sure you subscribe to GCN following this video.
3,"sure that you like, comment, and subscribe."
3,"All right, stop fighting and hit the subscribe button."
3,"please press the subscribe button, and then the little bell"
3,"If you're new here, make sure you hit that subscribe button."
3,"So don't forget, if you like what you're hearing on my videos, to subscribe."
3,And don't forget to click the subscribe button before you leave.
3,"and please don't forget to like, comment and subscribe"
3,"If you enjoyed this video, make sure you click Subscribe, click the bell for notifications, and then comment below which archetype are you,"
3,"And don't forget, subscribe, and join memberships, so you can brave alongside me and the crew"
3,"so if you did, please click Like or subscribe."
3,"Squeaks and me, and all of our friends, click the subscribe button below."
3,really hope you like the video and as always if you do please like it
3,"hit Subscribe, like the video if you're enjoying it,"
3,"Like the video if you liked it, and thanks for watching."
3,"If you like the video, please share it, and if you want"
3,"If you like the video, don't forget to share it and connect with me on all of my social media"
3,"If you enjoyed what you saw, remember to like the video or leave us a comment."
3,"And if you've enjoyed what you saw, remember to like the video or leave us a comment"
3,"Make sure to like the video if you enjoy this, it really helps the channel out a ton"
3,"If you did, please make sure to like the video below, and don't forget to subscribe to my"
3,"and if you like the video, please comment and share. Thank you."
3,"And please buy the book, and share the video,"
3,"Share the video with a friend, and leave me a comment below."
3,"me a thumbs up at some point, and share the video with a friend."
3,What I'm going to insist upon is that you share the video
3,Then we share the video with our friends on social media.
3,Share the video with one action we can take in the climate crisis.
3,as this helps the YouTube algorithm share the video round.
3,Give us a like on facebook and share the video if you enjoyed it.
3,share the video give me the thumbs up and comment down below what you think of
