Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1325317920,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325317980,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318040,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318280,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318340,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318520,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318640,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318700,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318820,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318880,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325318940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319060,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319300,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319360,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319480,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319540,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319600,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319660,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319780,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319840,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325319960,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325320260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
